genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
82.0;180.0;80.0;1.0;5.0;8.0;3;73
82.0;187.0;80.0;1.0;0.0;7.0;2;75
78.0;186.0;78.0;2.0;0.0;5.0;1;90
81.0;174.0;68.0;1.0;5.0;7.0;2;80
79.0;173.0;77.0;2.0;15.0;8.0;5;66
77.0;201.0;72.0;0.0;3.0;9.0;2;69
77.0;186.0;75.0;2.0;6.0;1.0;2;83
80.0;184.0;76.0;1.0;1.0;6.0;2;78
81.0;158.0;87.0;1.0;16.0;5.0;2;66
79.0;177.0;82.0;2.0;0.0;8.0;2;83
81.0;181.0;74.0;1.0;0.0;8.0;3;78
80.0;171.0;98.0;2.0;17.0;9.0;1;67
83.0;192.0;91.0;2.0;1.0;6.0;2;86
81.0;176.0;68.0;3.0;15.0;2.0;2;93
80.0;168.0;87.0;1.0;20.0;3.0;2;62
83.0;174.0;62.0;1.0;0.0;7.0;2;77
83.0;181.0;69.0;0.0;1.0;7.0;3;71
82.0;188.0;65.0;1.0;0.0;2.0;5;77
82.0;192.0;78.0;3.0;15.0;10.0;2;91
80.0;173.0;105.0;2.0;9.0;2.0;1;86
77.0;204.0;61.0;3.0;11.0;9.0;3;83
77.0;178.0;85.0;1.0;15.0;8.0;2;59
79.0;188.0;78.0;1.0;0.0;9.0;4;75
80.0;168.0;79.0;1.0;2.0;4.0;1;84
80.0;169.0;83.0;2.0;1.0;5.0;2;84
81.0;197.0;60.0;1.0;2.0;7.0;3;77
81.0;171.0;86.0;1.0;2.0;9.0;2;72
80.0;188.0;104.0;2.0;10.0;8.0;3;70
79.0;183.0;109.0;3.0;13.0;1.0;2;84
78.0;163.0;66.0;0.0;16.0;4.0;2;60
83.0;207.0;70.0;2.0;4.0;7.0;1;96
80.0;205.0;75.0;2.0;0.0;7.0;2;88
80.0;194.0;102.0;1.0;14.0;1.0;2;70
82.0;184.0;93.0;2.0;7.0;7.0;2;85
83.0;198.0;76.0;1.0;1.0;9.0;3;73
82.0;178.0;76.0;1.0;4.0;6.0;2;78
80.0;190.0;83.0;2.0;13.0;8.0;1;85
82.0;162.0;84.0;2.0;19.0;4.0;3;73
80.0;187.0;64.0;2.0;21.0;5.0;2;74
79.0;172.0;83.0;3.0;5.0;7.0;1;94
80.0;174.0;112.0;3.0;20.0;9.0;1;72
80.0;180.0;74.0;2.0;17.0;2.0;1;78
78.0;192.0;89.0;1.0;0.0;7.0;3;77
79.0;172.0;89.0;1.0;21.0;7.0;5;47
83.0;181.0;93.0;3.0;22.0;5.0;2;77
79.0;163.0;72.0;1.0;8.0;7.0;1;65
76.0;165.0;79.0;2.0;10.0;7.0;2;72
80.0;167.0;62.0;2.0;14.0;6.0;2;78
80.0;180.0;75.0;2.0;6.0;7.0;1;80
76.0;190.0;69.0;2.0;17.0;7.0;1;79
80.0;198.0;74.0;1.0;1.0;6.0;2;81
78.0;175.0;75.0;2.0;15.0;5.0;4;71
80.0;169.0;85.0;2.0;8.0;6.0;3;74
79.0;180.0;72.0;1.0;18.0;7.0;4;60
80.0;160.0;74.0;1.0;0.0;6.0;1;79
80.0;213.0;77.0;2.0;7.0;7.0;5;75
78.0;187.0;73.0;2.0;12.0;9.0;1;81
80.0;195.0;73.0;1.0;0.0;0.0;3;82
79.0;169.0;90.0;3.0;1.0;7.0;2;95
76.0;172.0;70.0;1.0;2.0;8.0;4;66
81.0;157.0;75.0;2.0;3.0;6.0;4;76
80.0;192.0;91.0;1.0;11.0;6.0;2;69
80.0;197.0;63.0;0.0;21.0;6.0;2;60
81.0;164.0;84.0;2.0;0.0;8.0;3;84
77.0;183.0;63.0;0.0;0.0;6.0;2;72
81.0;179.0;96.0;1.0;9.0;2.0;2;77
77.0;185.0;81.0;1.0;6.0;7.0;4;62
79.0;184.0;85.0;2.0;7.0;9.0;2;79
81.0;191.0;89.0;2.0;7.0;6.0;3;81
79.0;184.0;69.0;2.0;8.0;8.0;3;81
81.0;172.0;66.0;2.0;8.0;4.0;4;78
82.0;174.0;79.0;2.0;3.0;6.0;4;76
80.0;185.0;79.0;1.0;13.0;5.0;3;72
77.0;176.0;76.0;2.0;9.0;7.0;2;79
79.0;200.0;105.0;3.0;2.0;3.0;3;90
79.0;169.0;88.0;1.0;19.0;2.0;3;61
81.0;178.0;98.0;1.0;6.0;8.0;3;70
81.0;155.0;97.0;3.0;1.0;8.0;2;89
78.0;164.0;82.0;1.0;1.0;4.0;2;80
79.0;172.0;83.0;0.0;1.0;3.0;4;64
81.0;178.0;96.0;1.0;13.0;3.0;1;68
78.0;181.0;89.0;0.0;2.0;8.0;3;61
83.0;171.0;76.0;2.0;21.0;7.0;3;68
81.0;178.0;78.0;2.0;1.0;7.0;3;83
79.0;183.0;88.0;1.0;17.0;3.0;2;68
80.0;208.0;70.0;0.0;3.0;7.0;3;70
83.0;180.0;78.0;3.0;5.0;9.0;3;90
82.0;180.0;74.0;3.0;10.0;8.0;4;87
79.0;208.0;93.0;1.0;1.0;5.0;3;79
82.0;156.0;73.0;1.0;20.0;9.0;3;58
81.0;186.0;72.0;2.0;10.0;6.0;4;73
80.0;171.0;76.0;2.0;22.0;7.0;3;71
82.0;187.0;67.0;1.0;1.0;6.0;3;83
78.0;160.0;65.0;1.0;7.0;3.0;1;81
80.0;181.0;89.0;2.0;;9.0;2;79
77.0;189.0;82.0;1.0;18.0;6.0;4;61
78.0;202.0;77.0;1.0;14.0;9.0;2;69
79.0;192.0;81.0;4.0;2.0;9.0;3;97
80.0;179.0;81.0;1.0;5.0;7.0;3;73
78.0;201.0;94.0;2.0;2.0;2.0;3;83
81.0;181.0;65.0;2.0;1.0;9.0;5;78
79.0;167.0;77.0;1.0;20.0;8.0;4;57
78.0;174.0;70.0;2.0;16.0;2.0;2;79
80.0;192.0;66.0;3.0;20.0;4.0;3;89
83.0;190.0;80.0;1.0;2.0;4.0;5;73
79.0;192.0;104.0;3.0;2.0;7.0;3;92
80.0;193.0;97.0;1.0;8.0;4.0;2;73
80.0;179.0;79.0;1.0;16.0;6.0;1;67
79.0;208.0;76.0;2.0;19.0;5.0;4;73
77.0;179.0;84.0;0.0;11.0;6.0;4;53
80.0;168.0;69.0;1.0;4.0;1.0;2;84
83.0;167.0;105.0;2.0;0.0;4.0;1;84
81.0;189.0;76.0;2.0;6.0;8.0;2;80
79.0;183.0;69.0;2.0;1.0;1.0;2;90
82.0;160.0;71.0;2.0;16.0;5.0;3;77
81.0;160.0;69.0;2.0;3.0;4.0;1;90
80.0;192.0;108.0;3.0;11.0;6.0;2;86
83.0;172.0;77.0;1.0;22.0;3.0;2;64
78.0;207.0;70.0;2.0;0.0;8.0;4;80
82.0;180.0;112.0;0.0;9.0;2.0;2;67
80.0;193.0;81.0;2.0;3.0;6.0;2;91
77.0;196.0;92.0;3.0;4.0;3.0;5;84
79.0;175.0;89.0;2.0;0.0;4.0;4;85
81.0;173.0;96.0;1.0;17.0;2.0;2;68
80.0;181.0;87.0;2.0;9.0;4.0;2;83
79.0;169.0;67.0;2.0;0.0;7.0;2;89
80.0;186.0;73.0;1.0;22.0;6.0;4;62
83.0;182.0;96.0;2.0;9.0;7.0;3;75
81.0;192.0;67.0;2.0;17.0;8.0;3;75
81.0;195.0;72.0;3.0;1.0;7.0;2;106
82.0;183.0;81.0;1.0;9.0;4.0;2;76
79.0;157.0;64.0;3.0;2.0;0.0;2;101
81.0;194.0;64.0;3.0;18.0;8.0;2;86
82.0;185.0;76.0;2.0;3.0;8.0;3;77
76.0;186.0;79.0;0.0;0.0;7.0;2;69
80.0;195.0;65.0;2.0;16.0;8.0;2;84
82.0;193.0;64.0;0.0;10.0;6.0;2;72
80.0;159.0;85.0;1.0;14.0;8.0;2;63
80.0;164.0;78.0;1.0;14.0;7.0;2;65
82.0;184.0;99.0;3.0;21.0;2.0;1;88
80.0;170.0;81.0;1.0;14.0;1.0;3;66
78.0;204.0;71.0;1.0;9.0;2.0;3;73
78.0;191.0;71.0;2.0;0.0;8.0;3;87
80.0;160.0;83.0;2.0;13.0;7.0;2;72
80.0;166.0;79.0;1.0;0.0;3.0;1;77
80.0;177.0;79.0;1.0;19.0;8.0;2;64
79.0;186.0;92.0;3.0;22.0;6.0;3;79
78.0;186.0;109.0;3.0;9.0;2.0;2;93
84.0;184.0;80.0;1.0;21.0;9.0;2;60
81.0;168.0;67.0;2.0;8.0;6.0;3;77
81.0;191.0;61.0;2.0;20.0;4.0;4;74
80.0;176.0;84.0;2.0;8.0;1.0;1;91
81.0;175.0;68.0;1.0;21.0;5.0;3;60
79.0;207.0;80.0;2.0;9.0;4.0;1;87
79.0;202.0;63.0;3.0;2.0;6.0;2;96
80.0;202.0;96.0;3.0;18.0;4.0;2;88
81.0;185.0;104.0;2.0;1.0;4.0;3;87
81.0;184.0;82.0;1.0;1.0;2.0;3;80
81.0;172.0;65.0;2.0;16.0;1.0;4;76
82.0;203.0;71.0;1.0;11.0;2.0;3;78
77.0;181.0;73.0;1.0;20.0;1.0;4;64
79.0;158.0;81.0;2.0;17.0;9.0;2;68
79.0;185.0;71.0;1.0;21.0;9.0;3;60
78.0;195.0;69.0;1.0;6.0;4.0;2;74
81.0;206.0;99.0;1.0;10.0;7.0;2;75
79.0;189.0;101.0;1.0;0.0;6.0;2;70
79.0;170.0;96.0;1.0;9.0;1.0;1;73
79.0;194.0;103.0;2.0;1.0;1.0;2;85
79.0;197.0;64.0;3.0;0.0;8.0;3;92
81.0;178.0;112.0;1.0;5.0;4.0;5;68
80.0;187.0;100.0;2.0;0.0;5.0;1;89
80.0;186.0;75.0;2.0;21.0;6.0;3;67
80.0;168.0;77.0;2.0;20.0;9.0;2;72
79.0;194.0;66.0;2.0;13.0;0.0;2;86
80.0;203.0;80.0;3.0;19.0;5.0;3;84
78.0;189.0;78.0;3.0;14.0;5.0;1;87
80.0;172.0;73.0;2.0;16.0;5.0;3;70
80.0;191.0;70.0;1.0;16.0;7.0;1;72
81.0;198.0;72.0;1.0;3.0;3.0;3;80
81.0;187.0;93.0;3.0;22.0;5.0;1;89
82.0;185.0;65.0;1.0;12.0;5.0;4;69
80.0;176.0;92.0;0.0;7.0;10.0;3;54
76.0;187.0;95.0;2.0;12.0;2.0;1;77
78.0;187.0;81.0;1.0;10.0;7.0;2;70
79.0;201.0;109.0;2.0;0.0;9.0;3;83
82.0;197.0;88.0;3.0;16.0;8.0;3;80
81.0;186.0;80.0;2.0;1.0;3.0;1;95
84.0;181.0;96.0;1.0;12.0;8.0;2;70
81.0;193.0;80.0;1.0;15.0;1.0;3;67
81.0;168.0;64.0;1.0;10.0;6.0;2;71
79.0;192.0;79.0;1.0;18.0;9.0;4;60
78.0;174.0;63.0;1.0;0.0;1.0;1;84
80.0;189.0;107.0;0.0;8.0;3.0;2;65
81.0;200.0;63.0;2.0;3.0;9.0;2;89
80.0;180.0;71.0;2.0;8.0;8.0;4;78
80.0;195.0;88.0;2.0;17.0;3.0;2;75
81.0;179.0;91.0;3.0;15.0;6.0;2;79
81.0;183.0;101.0;0.0;2.0;7.0;1;67
81.0;195.0;67.0;2.0;1.0;7.0;2;96
83.0;166.0;77.0;1.0;9.0;9.0;3;66
79.0;184.0;92.0;1.0;19.0;6.0;3;59
80.0;185.0;80.0;3.0;2.0;7.0;2;95
80.0;199.0;93.0;2.0;0.0;9.0;2;84
81.0;179.0;83.0;3.0;9.0;7.0;3;88
80.0;206.0;84.0;2.0;13.0;6.0;1;79
80.0;202.0;80.0;1.0;20.0;7.0;2;67
81.0;197.0;69.0;1.0;21.0;6.0;4;61
80.0;195.0;79.0;2.0;7.0;8.0;1;90
79.0;166.0;91.0;1.0;5.0;9.0;2;66
79.0;163.0;97.0;0.0;1.0;5.0;3;60
80.0;170.0;77.0;2.0;20.0;7.0;1;71
79.0;195.0;62.0;1.0;5.0;9.0;4;65
81.0;168.0;102.0;1.0;14.0;0.0;1;73
81.0;192.0;83.0;2.0;21.0;6.0;4;63
78.0;176.0;73.0;1.0;3.0;5.0;2;74
79.0;166.0;90.0;1.0;17.0;6.0;4;56
80.0;173.0;83.0;2.0;1.0;4.0;1;86
83.0;201.0;78.0;1.0;19.0;8.0;3;68
79.0;170.0;64.0;1.0;7.0;5.0;2;71
79.0;175.0;65.0;2.0;10.0;7.0;1;80
79.0;203.0;75.0;1.0;7.0;4.0;2;77
81.0;184.0;77.0;1.0;18.0;8.0;2;66
81.0;188.0;70.0;1.0;15.0;3.0;4;68
80.0;170.0;63.0;1.0;9.0;6.0;2;72
82.0;175.0;92.0;1.0;4.0;10.0;3;68
79.0;199.0;78.0;1.0;3.0;5.0;3;78
79.0;198.0;71.0;1.0;0.0;7.0;3;79
80.0;166.0;89.0;2.0;15.0;3.0;2;71
78.0;187.0;88.0;2.0;15.0;7.0;3;73
82.0;168.0;71.0;3.0;16.0;3.0;3;91
81.0;177.0;68.0;1.0;10.0;5.0;2;70
79.0;171.0;85.0;1.0;8.0;8.0;1;70
80.0;159.0;103.0;1.0;1.0;5.0;1;76
79.0;182.0;80.0;1.0;9.0;5.0;3;69
79.0;163.0;73.0;1.0;7.0;4.0;3;69
81.0;207.0;77.0;1.0;17.0;7.0;4;67
77.0;193.0;90.0;0.0;19.0;9.0;3;50
82.0;194.0;78.0;1.0;7.0;9.0;2;75
79.0;186.0;74.0;1.0;5.0;6.0;4;65
78.0;208.0;105.0;1.0;17.0;8.0;1;60
80.0;205.0;76.0;3.0;9.0;6.0;3;89
81.0;193.0;65.0;2.0;20.0;2.0;3;79
79.0;177.0;85.0;2.0;10.0;8.0;1;78
79.0;166.0;73.0;1.0;15.0;9.0;3;55
77.0;182.0;73.0;1.0;17.0;4.0;2;62
78.0;165.0;79.0;3.0;1.0;7.0;1;98
78.0;161.0;63.0;1.0;8.0;0.0;2;73
80.0;189.0;83.0;1.0;16.0;5.0;3;66
81.0;212.0;61.0;1.0;8.0;4.0;3;80
81.0;200.0;99.0;1.0;5.0;7.0;2;76
77.0;167.0;103.0;3.0;6.0;1.0;3;83
79.0;179.0;79.0;2.0;17.0;5.0;5;70
80.0;177.0;72.0;4.0;7.0;1.0;4;98
79.0;209.0;99.0;3.0;0.0;4.0;1;101
78.0;186.0;65.0;1.0;6.0;9.0;4;70
84.0;167.0;89.0;2.0;18.0;7.0;3;72
80.0;181.0;65.0;1.0;13.0;7.0;3;66
80.0;169.0;84.0;1.0;0.0;6.0;1;82
79.0;194.0;93.0;2.0;7.0;5.0;2;77
81.0;196.0;82.0;1.0;11.0;3.0;2;76
77.0;173.0;68.0;1.0;13.0;6.0;4;60
79.0;168.0;77.0;1.0;4.0;10.0;2;74
81.0;199.0;69.0;3.0;12.0;8.0;3;92
81.0;180.0;73.0;1.0;12.0;9.0;2;70
78.0;175.0;67.0;1.0;11.0;5.0;4;69
82.0;187.0;80.0;2.0;9.0;6.0;3;77
82.0;174.0;71.0;3.0;4.0;1.0;2;104
81.0;161.0;72.0;1.0;2.0;7.0;2;72
81.0;199.0;86.0;1.0;0.0;8.0;3;74
81.0;178.0;72.0;1.0;12.0;9.0;1;71
76.0;183.0;80.0;2.0;15.0;7.0;3;66
79.0;199.0;64.0;3.0;10.0;2.0;3;96
80.0;178.0;85.0;2.0;20.0;7.0;3;65
82.0;193.0;81.0;3.0;18.0;9.0;2;84
82.0;176.0;80.0;3.0;21.0;8.0;4;76
79.0;170.0;99.0;2.0;3.0;9.0;1;80
83.0;194.0;77.0;3.0;18.0;1.0;4;88
80.0;197.0;86.0;1.0;14.0;5.0;4;64
81.0;186.0;90.0;1.0;9.0;10.0;2;68
81.0;168.0;80.0;2.0;18.0;5.0;3;67
76.0;160.0;81.0;3.0;2.0;9.0;3;87
80.0;191.0;87.0;3.0;6.0;3.0;4;86
76.0;183.0;87.0;2.0;8.0;6.0;4;67
79.0;194.0;61.0;1.0;11.0;4.0;1;83
81.0;188.0;89.0;2.0;2.0;5.0;3;82
80.0;184.0;65.0;1.0;0.0;5.0;3;78
81.0;175.0;60.0;3.0;13.0;7.0;2;93
81.0;192.0;61.0;1.0;13.0;8.0;3;67
78.0;179.0;96.0;3.0;1.0;6.0;2;95
82.0;193.0;112.0;2.0;4.0;7.0;2;84
79.0;170.0;83.0;0.0;21.0;3.0;3;52
80.0;200.0;71.0;4.0;3.0;8.0;4;97
78.0;161.0;103.0;1.0;13.0;1.0;2;64
81.0;183.0;95.0;1.0;10.0;4.0;2;75
80.0;191.0;68.0;2.0;21.0;3.0;1;81
79.0;183.0;100.0;2.0;3.0;7.0;1;84
78.0;198.0;74.0;3.0;10.0;9.0;3;91
81.0;184.0;75.0;1.0;20.0;2.0;2;66
77.0;183.0;63.0;2.0;0.0;5.0;2;92
83.0;188.0;91.0;3.0;16.0;8.0;2;86
82.0;196.0;94.0;2.0;3.0;6.0;4;76
80.0;179.0;71.0;1.0;14.0;6.0;2;71
83.0;175.0;60.0;2.0;19.0;6.0;3;77
81.0;182.0;62.0;2.0;8.0;6.0;2;89
81.0;193.0;71.0;1.0;6.0;3.0;1;83
79.0;175.0;94.0;1.0;8.0;5.0;1;68
82.0;169.0;61.0;3.0;13.0;7.0;2;90
80.0;179.0;81.0;2.0;6.0;9.0;3;80
76.0;183.0;70.0;4.0;5.0;4.0;1;103
79.0;195.0;69.0;1.0;4.0;1.0;3;82
79.0;183.0;89.0;1.0;21.0;5.0;4;56
81.0;194.0;69.0;1.0;19.0;8.0;3;59
81.0;159.0;64.0;1.0;9.0;9.0;2;68
82.0;201.0;86.0;1.0;16.0;5.0;2;74
77.0;192.0;84.0;3.0;16.0;5.0;2;82
80.0;202.0;86.0;1.0;5.0;5.0;3;75
83.0;181.0;80.0;1.0;16.0;7.0;4;66
79.0;193.0;105.0;2.0;5.0;2.0;2;84
80.0;194.0;94.0;1.0;8.0;0.0;2;77
78.0;194.0;73.0;2.0;16.0;4.0;3;73
82.0;199.0;83.0;2.0;11.0;9.0;1;82
80.0;180.0;65.0;1.0;6.0;1.0;2;86
79.0;188.0;75.0;1.0;21.0;8.0;3;53
80.0;208.0;70.0;0.0;12.0;2.0;2;70
81.0;192.0;68.0;2.0;20.0;6.0;3;76
78.0;183.0;66.0;1.0;9.0;7.0;4;63
77.0;178.0;64.0;1.0;14.0;8.0;2;69
78.0;177.0;75.0;3.0;7.0;2.0;2;93
82.0;167.0;75.0;1.0;11.0;10.0;2;62
81.0;186.0;84.0;1.0;19.0;7.0;4;58
80.0;172.0;78.0;1.0;14.0;5.0;2;71
80.0;169.0;78.0;2.0;2.0;3.0;2;86
79.0;190.0;79.0;3.0;3.0;5.0;2;93
77.0;189.0;75.0;2.0;10.0;8.0;3;72
82.0;181.0;87.0;4.0;20.0;7.0;1;91
79.0;180.0;69.0;3.0;11.0;7.0;3;89
80.0;166.0;68.0;1.0;6.0;4.0;2;77
80.0;174.0;86.0;3.0;14.0;3.0;2;89
81.0;176.0;82.0;2.0;21.0;3.0;1;74
78.0;191.0;72.0;3.0;8.0;6.0;3;90
76.0;177.0;68.0;1.0;22.0;9.0;1;59
82.0;188.0;92.0;3.0;18.0;3.0;3;81
79.0;180.0;90.0;1.0;5.0;9.0;2;67
81.0;179.0;69.0;2.0;21.0;2.0;1;79
81.0;195.0;109.0;1.0;5.0;7.0;2;68
79.0;181.0;98.0;2.0;0.0;7.0;3;82
79.0;186.0;63.0;1.0;15.0;4.0;5;64
78.0;172.0;86.0;3.0;15.0;0.0;2;87
77.0;193.0;87.0;1.0;10.0;6.0;3;64
83.0;195.0;86.0;1.0;22.0;8.0;2;62
80.0;178.0;69.0;1.0;19.0;4.0;2;71
78.0;186.0;69.0;2.0;7.0;9.0;2;78
83.0;196.0;104.0;2.0;5.0;3.0;1;96
80.0;165.0;93.0;1.0;5.0;2.0;3;70
79.0;171.0;63.0;2.0;5.0;2.0;4;82
78.0;195.0;72.0;2.0;12.0;7.0;3;80
81.0;190.0;98.0;3.0;6.0;2.0;2;93
83.0;180.0;66.0;1.0;8.0;8.0;3;68
80.0;184.0;71.0;3.0;20.0;2.0;3;89
81.0;157.0;94.0;1.0;16.0;5.0;2;62
77.0;197.0;92.0;1.0;0.0;0.0;2;80
81.0;207.0;63.0;1.0;1.0;6.0;3;84
79.0;174.0;73.0;2.0;1.0;3.0;2;87
80.0;199.0;77.0;1.0;9.0;7.0;3;66
77.0;180.0;73.0;2.0;5.0;7.0;2;83
79.0;180.0;62.0;2.0;7.0;9.0;2;88
83.0;197.0;82.0;1.0;19.0;8.0;3;66
82.0;196.0;76.0;2.0;3.0;9.0;2;88
79.0;208.0;71.0;2.0;9.0;0.0;3;89
80.0;179.0;88.0;1.0;7.0;9.0;2;70
82.0;202.0;79.0;1.0;6.0;7.0;4;72
79.0;198.0;62.0;1.0;20.0;5.0;3;67
80.0;195.0;91.0;1.0;19.0;2.0;1;73
82.0;200.0;96.0;1.0;22.0;4.0;3;58
82.0;177.0;74.0;4.0;15.0;8.0;3;88
76.0;168.0;71.0;1.0;18.0;9.0;1;58
80.0;181.0;71.0;3.0;4.0;7.0;1;100
82.0;170.0;79.0;2.0;9.0;9.0;3;74
81.0;212.0;79.0;2.0;13.0;9.0;3;77
84.0;182.0;71.0;2.0;17.0;7.0;5;67
79.0;173.0;77.0;1.0;18.0;6.0;2;61
77.0;212.0;63.0;2.0;19.0;1.0;1;84
82.0;204.0;63.0;1.0;0.0;5.0;1;94
82.0;181.0;94.0;1.0;2.0;7.0;1;80
81.0;171.0;79.0;1.0;22.0;2.0;4;58
80.0;169.0;76.0;1.0;5.0;5.0;2;80
79.0;210.0;69.0;4.0;0.0;9.0;2;108
83.0;175.0;70.0;2.0;14.0;4.0;3;78
84.0;182.0;89.0;3.0;6.0;8.0;1;92
77.0;184.0;67.0;2.0;10.0;6.0;1;80
81.0;185.0;74.0;2.0;14.0;7.0;2;78
81.0;187.0;71.0;1.0;12.0;0.0;3;76
78.0;182.0;79.0;2.0;9.0;3.0;4;79
83.0;173.0;73.0;3.0;5.0;3.0;2;104
77.0;190.0;64.0;0.0;8.0;8.0;3;60
81.0;179.0;97.0;2.0;22.0;5.0;2;72
80.0;178.0;95.0;1.0;4.0;9.0;1;73
79.0;188.0;93.0;2.0;16.0;2.0;2;76
83.0;200.0;87.0;3.0;0.0;9.0;3;98
82.0;163.0;100.0;2.0;18.0;4.0;3;66
77.0;174.0;64.0;1.0;8.0;1.0;5;65
81.0;203.0;65.0;3.0;0.0;5.0;2;102
79.0;189.0;84.0;1.0;8.0;8.0;1;75
80.0;206.0;69.0;2.0;14.0;3.0;2;81
82.0;185.0;88.0;2.0;6.0;7.0;2;83
79.0;179.0;72.0;2.0;8.0;6.0;3;82
79.0;205.0;88.0;1.0;1.0;9.0;2;75
80.0;182.0;87.0;3.0;7.0;6.0;2;87
78.0;178.0;94.0;1.0;19.0;2.0;2;63
81.0;179.0;85.0;1.0;13.0;9.0;4;60
80.0;165.0;83.0;1.0;20.0;5.0;4;58
81.0;181.0;87.0;2.0;0.0;8.0;2;80
80.0;184.0;63.0;1.0;0.0;9.0;3;75
81.0;200.0;66.0;1.0;15.0;8.0;3;63
82.0;197.0;84.0;1.0;9.0;8.0;2;74
80.0;190.0;83.0;2.0;7.0;3.0;4;84
80.0;181.0;75.0;1.0;13.0;8.0;2;68
79.0;187.0;83.0;1.0;22.0;4.0;3;57
77.0;170.0;79.0;1.0;1.0;2.0;1;77
81.0;156.0;70.0;2.0;7.0;9.0;2;83
80.0;182.0;88.0;2.0;3.0;4.0;3;82
80.0;182.0;93.0;1.0;17.0;3.0;4;64
82.0;175.0;63.0;0.0;18.0;4.0;2;65
80.0;168.0;83.0;2.0;15.0;2.0;3;76
79.0;192.0;86.0;3.0;19.0;8.0;5;72
78.0;174.0;62.0;2.0;18.0;7.0;2;71
80.0;183.0;87.0;1.0;19.0;8.0;2;60
78.0;174.0;103.0;3.0;13.0;7.0;2;82
78.0;200.0;108.0;2.0;9.0;1.0;4;72
80.0;169.0;75.0;1.0;14.0;6.0;1;73
79.0;182.0;70.0;1.0;3.0;1.0;4;72
80.0;193.0;88.0;3.0;5.0;1.0;2;96
80.0;205.0;68.0;1.0;11.0;4.0;2;76
80.0;195.0;85.0;3.0;8.0;8.0;4;80
79.0;201.0;88.0;1.0;9.0;5.0;3;74
81.0;181.0;106.0;2.0;1.0;8.0;2;79
80.0;178.0;64.0;1.0;16.0;9.0;3;56
81.0;174.0;75.0;1.0;21.0;9.0;3;57
80.0;163.0;61.0;1.0;17.0;6.0;3;58
82.0;198.0;79.0;2.0;19.0;5.0;2;78
81.0;175.0;65.0;1.0;2.0;2.0;2;86
81.0;185.0;88.0;2.0;19.0;3.0;3;75
79.0;197.0;75.0;3.0;20.0;8.0;3;81
79.0;183.0;69.0;2.0;17.0;6.0;3;69
80.0;180.0;76.0;3.0;12.0;5.0;4;80
80.0;181.0;104.0;1.0;4.0;6.0;3;67
77.0;207.0;79.0;1.0;18.0;7.0;2;63
81.0;174.0;74.0;2.0;20.0;7.0;4;68
79.0;158.0;74.0;1.0;16.0;1.0;1;70
79.0;192.0;82.0;1.0;9.0;8.0;2;73
81.0;185.0;73.0;2.0;5.0;9.0;3;77
80.0;178.0;80.0;1.0;11.0;7.0;5;60
81.0;182.0;75.0;1.0;20.0;4.0;3;64
80.0;191.0;71.0;2.0;19.0;0.0;2;86
80.0;200.0;100.0;1.0;2.0;8.0;3;75
82.0;200.0;87.0;1.0;0.0;9.0;1;82
80.0;183.0;86.0;3.0;15.0;5.0;3;85
80.0;181.0;86.0;3.0;10.0;1.0;3;89
79.0;188.0;71.0;0.0;1.0;6.0;2;75
80.0;190.0;77.0;2.0;14.0;9.0;2;79
81.0;204.0;73.0;1.0;21.0;8.0;3;60
81.0;175.0;93.0;2.0;19.0;6.0;3;66
79.0;185.0;71.0;1.0;17.0;6.0;5;60
80.0;173.0;80.0;1.0;16.0;1.0;4;66
82.0;185.0;85.0;2.0;8.0;10.0;2;75
80.0;175.0;91.0;1.0;21.0;2.0;2;58
78.0;179.0;89.0;1.0;1.0;4.0;4;70
80.0;179.0;98.0;3.0;4.0;7.0;3;90
79.0;171.0;69.0;1.0;19.0;8.0;2;65
78.0;178.0;81.0;1.0;14.0;6.0;4;56
81.0;188.0;77.0;1.0;6.0;6.0;3;76
79.0;177.0;84.0;1.0;15.0;6.0;3;65
83.0;193.0;86.0;2.0;0.0;3.0;4;87
80.0;207.0;74.0;2.0;2.0;9.0;1;90
80.0;178.0;64.0;1.0;5.0;5.0;4;77
77.0;200.0;71.0;3.0;10.0;3.0;2;91
79.0;164.0;86.0;3.0;16.0;2.0;3;85
81.0;193.0;66.0;2.0;18.0;8.0;2;76
80.0;170.0;73.0;1.0;0.0;5.0;2;80
77.0;186.0;69.0;3.0;8.0;7.0;2;91
81.0;186.0;95.0;4.0;3.0;9.0;3;94
80.0;179.0;92.0;2.0;12.0;9.0;1;81
80.0;177.0;64.0;1.0;1.0;5.0;1;85
79.0;170.0;79.0;3.0;21.0;9.0;2;71
81.0;198.0;98.0;1.0;14.0;0.0;2;70
79.0;193.0;77.0;1.0;2.0;7.0;3;76
81.0;214.0;63.0;1.0;18.0;6.0;2;72
77.0;188.0;60.0;1.0;16.0;6.0;3;62
80.0;169.0;64.0;1.0;2.0;7.0;3;74
82.0;164.0;65.0;1.0;3.0;3.0;2;76
81.0;209.0;92.0;2.0;20.0;6.0;1;72
79.0;176.0;90.0;2.0;0.0;5.0;2;86
79.0;166.0;70.0;0.0;20.0;7.0;3;51
79.0;174.0;83.0;1.0;14.0;10.0;3;55
81.0;204.0;90.0;3.0;4.0;4.0;2;94
79.0;155.0;99.0;2.0;0.0;7.0;2;76
81.0;184.0;86.0;1.0;0.0;6.0;1;83
80.0;184.0;70.0;1.0;18.0;7.0;3;69
78.0;177.0;85.0;3.0;21.0;8.0;3;67
